Attack_Type,PDR_percent_mean,PDR_percent_std,PDR_percent_median,PDR_percent_q1,PDR_percent_q3,Avg_Delay_ms_mean,Avg_Delay_ms_std,Throughput_kbps_mean,Throughput_kbps_std,Energy_Consumed_J_mean,Energy_Consumed_J_std
Normal,96.67408291737509,3.606502723754458,97.17,94.277951481226,100.0,24.946456738205118,9.627705630018435,22.962635722781638,8.483198283771838,0.6237894918565014,0.2409876695304066
Flooding,43.94134864797201,2.204625635237532,43.21,42.5,45.17,24.89643093293006,9.577552260213984,6.916331492052701,2.560290976413744,3.112750841693784,1.1972106494747945
Blackhole,35.01258240685892,7.3388014816567665,34.16,30.47,38.95,24.9549660073546,9.597631562292446,8.05544281410472,3.4166484446481824,0.6244227755803202,0.24038504640221243
Wormhole,83.0317231891894,4.143144363401564,83.23,80.33,85.95,14.910014967292685,5.740347362108474,27.66056080652058,10.168301977317154,0.6211462703215823,0.23911248335061546
Backoff_Manipulado,58.581036520399045,2.9492811976366025,58.25,56.61,60.12,225.02717619800533,94.91351028904368,9.195656021790982,3.437808576093765,1.1247088767185758,0.4339682109931824
