RUN_ID,Topology,Attack_Type,Avg_RSSI_dBm,DIO_Count_Window,DIS_Count_Window,Rank_Changes_Window,PDR_percent,Avg_Delay_ms,Throughput_kbps,Energy_Consumed_J,Normal,Flooding,Blackhole,Wormhole,Backoff_Manipulado
1690,Grid_36,Flooding,-67.0,309,133,2,43.08,14.4,9.54,1.8,0,1,0,0,0
1691,Grid_36,Flooding,-63.4,357,174,0,46.4,14.4,10.24,1.8,0,1,0,0,0
1692,Grid_36,Flooding,-64.0,335,142,2,45.69,14.4,9.63,1.8,0,1,0,0,0
1694,Grid_36,Flooding,-64.9,255,132,1,46.58,14.4,10.63,1.8,0,1,0,0,0
1695,Grid_36,Flooding,-67.9,276,142,0,46.64,14.4,11.26,1.8,0,1,0,0,0
1696,Grid_36,Flooding,-67.1,338,82,0,43.59,14.4,9.4,1.8,0,1,0,0,0
1697,Grid_36,Flooding,-64.0,282,141,2,43.94,14.4,8.27,1.8,0,1,0,0,0
1698,Grid_36,Flooding,-66.0,310,134,1,43.67,14.4,9.38,1.8,0,1,0,0,0
1699,Grid_36,Flooding,-64.5,340,134,2,44.96,14.4,11.79,1.8,0,1,0,0,0
1700,Grid_36,Flooding,-63.0,291,166,2,41.91,14.4,11.3,1.8,0,1,0,0,0
1701,Grid_36,Flooding,-68.1,310,177,0,44.48,14.4,12.57,1.8,0,1,0,0,0
1702,Grid_36,Flooding,-65.1,357,123,2,42.37,14.4,10.83,1.8,0,1,0,0,0
1703,Grid_36,Flooding,-64.9,336,161,2,44.36,14.4,11.17,1.8,0,1,0,0,0
1704,Grid_36,Flooding,-66.6,276,176,2,46.7,14.4,11.58,1.8,0,1,0,0,0
1705,Grid_36,Flooding,-65.0,324,129,0,47.12,14.4,11.79,1.8,0,1,0,0,0
1706,Grid_36,Flooding,-61.5,337,176,0,43.28,14.4,10.05,1.8,0,1,0,0,0
1707,Grid_36,Flooding,-66.9,276,197,0,42.78,14.4,8.98,1.8,0,1,0,0,0
1708,Grid_36,Flooding,-61.9,290,99,2,43.88,14.4,10.7,1.8,0,1,0,0,0
1709,Grid_36,Flooding,-66.0,288,159,2,44.15,14.4,12.58,1.8,0,1,0,0,0
1710,Grid_36,Flooding,-65.4,286,144,0,46.84,14.4,9.82,1.8,0,1,0,0,0
1711,Grid_36,Flooding,-66.6,274,158,1,44.31,14.4,9.49,1.8,0,1,0,0,0
1712,Grid_36,Flooding,-64.4,366,169,0,47.84,14.4,9.69,1.8,0,1,0,0,0
1713,Grid_36,Flooding,-67.0,337,133,2,44.49,14.4,11.16,1.8,0,1,0,0,0
1714,Grid_36,Flooding,-65.3,311,156,2,44.8,14.4,9.68,1.8,0,1,0,0,0
1715,Grid_36,Flooding,-68.5,291,119,0,49.42,14.4,9.98,1.8,0,1,0,0,0
1716,Grid_36,Flooding,-68.5,330,138,2,43.61,14.4,10.2,1.8,0,1,0,0,0
1717,Grid_36,Flooding,-63.5,285,158,1,44.88,14.4,10.52,1.8,0,1,0,0,0
1718,Grid_36,Flooding,-68.3,344,141,0,42.43,14.4,11.27,1.8,0,1,0,0,0
1719,Grid_36,Flooding,-66.7,335,150,2,41.4,14.4,9.96,1.8,0,1,0,0,0
1720,Grid_36,Flooding,-63.7,280,186,1,42.45,14.4,11.27,1.8,0,1,0,0,0
1721,Grid_36,Flooding,-62.5,325,173,2,44.52,14.4,11.9,1.8,0,1,0,0,0
1722,Grid_36,Flooding,-65.8,288,138,1,41.13,14.4,9.9,1.8,0,1,0,0,0
1723,Grid_36,Flooding,-63.6,280,154,1,46.22,14.4,10.83,1.8,0,1,0,0,0
1724,Grid_36,Flooding,-64.1,304,145,2,43.54,14.4,11.47,1.8,0,1,0,0,0
1725,Grid_36,Flooding,-64.9,332,167,2,41.95,14.4,10.97,1.8,0,1,0,0,0
1726,Grid_36,Flooding,-63.7,303,150,1,45.22,14.4,8.98,1.8,0,1,0,0,0
1727,Grid_36,Flooding,-66.4,312,153,1,40.48,14.4,11.45,1.8,0,1,0,0,0
1728,Grid_36,Flooding,-63.2,276,155,1,42.43,14.4,10.11,1.8,0,1,0,0,0
1729,Grid_36,Flooding,-62.4,320,168,2,49.4,14.4,9.27,1.8,0,1,0,0,0
1730,Grid_36,Flooding,-67.8,305,158,0,43.62,14.4,10.94,1.8,0,1,0,0,0
1731,Grid_36,Flooding,-64.7,290,137,0,47.79,14.4,10.77,1.8,0,1,0,0,0
1732,Grid_36,Flooding,-67.9,302,189,2,45.66,14.4,11.62,1.8,0,1,0,0,0
1733,Grid_36,Flooding,-65.4,340,135,0,45.85,14.4,9.34,1.8,0,1,0,0,0
1734,Grid_36,Flooding,-65.6,319,158,2,43.36,14.4,10.02,1.8,0,1,0,0,0
1737,Grid_36,Flooding,-63.9,314,172,0,44.1,14.4,9.95,1.8,0,1,0,0,0
1738,Grid_36,Flooding,-66.8,341,140,1,48.04,14.4,12.3,1.8,0,1,0,0,0
1739,Grid_36,Flooding,-62.7,333,185,0,44.66,14.4,9.63,1.8,0,1,0,0,0
1740,Grid_36,Flooding,-64.9,347,141,1,41.27,14.4,10.35,1.8,0,1,0,0,0
1741,Grid_36,Flooding,-65.0,287,136,2,43.58,14.4,11.51,1.8,0,1,0,0,0
1743,Grid_36,Flooding,-60.3,266,141,0,40.73,14.4,10.26,1.8,0,1,0,0,0
1744,Grid_36,Flooding,-65.3,344,158,2,38.34,14.4,10.18,1.8,0,1,0,0,0
1745,Grid_36,Flooding,-64.6,239,137,1,46.75,14.4,8.42,1.8,0,1,0,0,0
1746,Grid_36,Flooding,-67.0,269,154,0,42.07,14.4,9.62,1.8,0,1,0,0,0
1747,Grid_36,Flooding,-62.2,294,149,0,47.26,14.4,9.85,1.8,0,1,0,0,0
1748,Grid_36,Flooding,-67.2,338,125,1,44.78,14.4,10.82,1.8,0,1,0,0,0
1749,Grid_36,Flooding,-68.1,291,146,0,42.94,14.4,10.27,1.8,0,1,0,0,0
1750,Grid_36,Flooding,-65.4,290,178,1,44.91,14.4,10.87,1.8,0,1,0,0,0
1751,Grid_36,Flooding,-66.9,316,164,0,43.71,14.4,10.87,1.8,0,1,0,0,0
1752,Grid_36,Flooding,-61.8,311,131,1,40.98,14.4,9.35,1.8,0,1,0,0,0
1753,Grid_36,Flooding,-63.7,263,168,2,42.3,14.4,10.12,1.8,0,1,0,0,0
1754,Grid_36,Flooding,-66.4,298,113,0,44.88,14.4,9.7,1.8,0,1,0,0,0
1755,Grid_36,Flooding,-66.4,222,194,2,45.26,14.4,10.27,1.8,0,1,0,0,0
1756,Grid_36,Flooding,-62.1,362,138,0,43.12,14.4,9.46,1.8,0,1,0,0,0
1757,Grid_36,Flooding,-64.7,320,168,2,43.99,14.4,9.14,1.8,0,1,0,0,0
1758,Grid_36,Flooding,-64.4,313,112,0,46.75,14.4,11.15,1.8,0,1,0,0,0
1759,Grid_36,Flooding,-65.8,309,172,2,40.82,14.4,9.3,1.8,0,1,0,0,0
1760,Grid_36,Flooding,-66.9,272,146,2,42.81,14.4,9.51,1.8,0,1,0,0,0
1761,Grid_36,Flooding,-64.5,248,164,1,43.85,14.4,9.76,1.8,0,1,0,0,0
1762,Grid_36,Flooding,-66.1,330,152,2,42.87,14.4,9.36,1.8,0,1,0,0,0
1763,Grid_36,Flooding,-66.7,285,119,2,43.79,14.4,11.2,1.8,0,1,0,0,0
1764,Grid_36,Flooding,-63.3,291,157,1,45.17,14.4,11.67,1.8,0,1,0,0,0
1765,Grid_36,Flooding,-64.6,314,127,2,41.95,14.4,10.93,1.8,0,1,0,0,0
1766,Grid_36,Flooding,-66.5,278,136,1,44.28,14.4,9.43,1.8,0,1,0,0,0
1767,Grid_36,Flooding,-67.2,309,166,2,42.32,14.4,10.49,1.8,0,1,0,0,0
1768,Grid_36,Flooding,-65.3,322,123,2,45.38,14.4,10.63,1.8,0,1,0,0,0
1769,Grid_36,Flooding,-65.5,324,147,2,43.68,14.4,10.71,1.8,0,1,0,0,0
1770,Grid_36,Flooding,-66.5,263,171,2,44.03,14.4,10.92,1.8,0,1,0,0,0
1771,Grid_36,Flooding,-65.7,257,123,0,41.91,14.4,10.37,1.8,0,1,0,0,0
1772,Grid_36,Flooding,-69.6,283,128,0,43.38,14.4,9.22,1.8,0,1,0,0,0
1773,Grid_36,Flooding,-66.2,309,171,1,46.02,14.4,10.0,1.8,0,1,0,0,0
1774,Grid_36,Flooding,-64.1,279,188,1,47.63,14.4,8.35,1.8,0,1,0,0,0
1775,Grid_36,Flooding,-64.2,270,164,2,43.99,14.4,10.54,1.8,0,1,0,0,0
1776,Grid_36,Flooding,-68.1,332,157,2,46.93,14.4,10.71,1.8,0,1,0,0,0
1777,Grid_36,Flooding,-65.9,260,152,0,45.21,14.4,11.35,1.8,0,1,0,0,0
1778,Grid_36,Flooding,-64.2,311,99,1,46.76,14.4,10.23,1.8,0,1,0,0,0
1779,Grid_36,Flooding,-63.8,331,123,2,41.77,14.4,9.72,1.8,0,1,0,0,0
1780,Grid_36,Flooding,-65.8,323,141,1,44.83,14.4,9.93,1.8,0,1,0,0,0
1781,Grid_36,Flooding,-63.2,290,168,1,47.89,14.4,8.96,1.8,0,1,0,0,0
1782,Grid_36,Flooding,-64.9,272,151,0,43.65,14.4,9.11,1.8,0,1,0,0,0
1783,Grid_36,Flooding,-66.1,276,180,2,41.78,14.4,11.11,1.8,0,1,0,0,0
1784,Grid_36,Flooding,-66.7,346,194,0,48.1,14.4,10.91,1.8,0,1,0,0,0
1785,Grid_36,Flooding,-65.1,312,179,0,47.26,14.4,11.69,1.8,0,1,0,0,0
1786,Grid_36,Flooding,-65.6,265,177,1,45.14,14.4,11.1,1.8,0,1,0,0,0
1787,Grid_36,Flooding,-65.3,320,150,0,44.11,14.4,9.87,1.8,0,1,0,0,0
1788,Grid_36,Flooding,-64.6,251,183,1,43.58,14.4,11.65,1.8,0,1,0,0,0
1789,Grid_36,Flooding,-68.6,332,156,1,43.58,14.4,9.58,1.8,0,1,0,0,0
1790,Grid_36,Flooding,-67.0,305,197,1,43.99,14.4,10.92,1.8,0,1,0,0,0
1791,Grid_36,Flooding,-65.5,289,122,0,44.43,14.4,9.04,1.8,0,1,0,0,0
1793,Grid_36,Flooding,-65.4,329,166,1,46.4,14.4,9.91,1.8,0,1,0,0,0
1794,Grid_36,Flooding,-62.8,278,138,1,40.45,14.4,9.95,1.8,0,1,0,0,0
1795,Grid_36,Flooding,-67.5,295,158,0,43.85,14.4,12.78,1.8,0,1,0,0,0
1796,Grid_36,Flooding,-67.8,263,125,1,43.83,14.4,10.17,1.8,0,1,0,0,0
1797,Grid_36,Flooding,-66.3,272,142,0,46.35,14.4,11.08,1.8,0,1,0,0,0
1798,Grid_36,Flooding,-65.4,360,179,1,41.88,14.4,10.23,1.8,0,1,0,0,0
1799,Grid_36,Flooding,-67.1,298,164,0,46.23,14.4,9.47,1.8,0,1,0,0,0
1800,Grid_36,Flooding,-63.7,326,174,0,47.23,14.4,12.48,1.8,0,1,0,0,0
1801,Grid_36,Flooding,-63.8,337,160,0,46.79,14.4,11.42,1.8,0,1,0,0,0
1802,Grid_36,Flooding,-65.0,362,149,0,41.34,14.4,10.82,1.8,0,1,0,0,0
1803,Grid_36,Flooding,-68.4,316,204,1,46.19,14.4,10.1,1.8,0,1,0,0,0
1804,Grid_36,Flooding,-65.7,293,174,2,45.31,14.4,11.7,1.8,0,1,0,0,0
1805,Grid_36,Flooding,-67.1,260,156,1,40.66,14.4,12.09,1.8,0,1,0,0,0
1806,Grid_36,Flooding,-62.1,310,166,1,41.09,14.4,12.26,1.8,0,1,0,0,0
1807,Grid_36,Flooding,-68.1,325,182,2,43.06,14.4,10.37,1.8,0,1,0,0,0
1808,Grid_36,Flooding,-62.3,236,179,0,42.77,14.4,9.07,1.8,0,1,0,0,0
1809,Grid_36,Flooding,-66.8,277,177,1,43.97,14.4,11.51,1.8,0,1,0,0,0
1810,Grid_36,Flooding,-65.1,264,142,2,44.47,14.4,9.87,1.8,0,1,0,0,0
1811,Grid_36,Flooding,-67.5,332,166,0,47.21,14.4,10.03,1.8,0,1,0,0,0
1812,Grid_36,Flooding,-66.8,324,139,1,41.52,14.4,11.41,1.8,0,1,0,0,0
1813,Grid_36,Flooding,-64.7,305,196,2,46.97,14.4,10.02,1.8,0,1,0,0,0
1814,Grid_36,Flooding,-66.5,252,192,0,42.59,14.4,10.29,1.8,0,1,0,0,0
1815,Grid_36,Flooding,-68.3,278,142,0,46.77,14.4,9.23,1.8,0,1,0,0,0
1816,Grid_36,Flooding,-64.5,353,168,0,44.94,14.4,12.4,1.8,0,1,0,0,0
1818,Grid_36,Flooding,-66.2,309,114,0,41.78,14.4,11.12,1.8,0,1,0,0,0
1819,Grid_36,Flooding,-66.3,358,134,0,43.51,14.4,12.37,1.8,0,1,0,0,0
1821,Grid_36,Flooding,-63.8,317,105,1,42.39,14.4,10.44,1.8,0,1,0,0,0
1822,Grid_36,Flooding,-61.7,341,184,2,41.47,14.4,10.15,1.8,0,1,0,0,0
1823,Grid_36,Flooding,-65.0,322,211,1,42.99,14.4,12.1,1.8,0,1,0,0,0
1824,Grid_36,Flooding,-65.5,338,152,0,42.67,14.4,9.35,1.8,0,1,0,0,0
1825,Grid_36,Flooding,-66.2,293,170,1,44.19,14.4,10.99,1.8,0,1,0,0,0
1826,Grid_36,Flooding,-64.5,315,130,1,44.36,14.4,10.92,1.8,0,1,0,0,0
1827,Grid_36,Flooding,-63.7,304,125,1,42.72,14.4,11.08,1.8,0,1,0,0,0
1828,Grid_36,Flooding,-62.5,322,148,0,44.12,14.4,8.92,1.8,0,1,0,0,0
1829,Grid_36,Flooding,-64.0,269,161,1,43.16,14.4,10.4,1.8,0,1,0,0,0
1830,Grid_36,Flooding,-69.6,322,157,1,43.05,14.4,9.85,1.8,0,1,0,0,0
1831,Grid_36,Flooding,-62.1,330,185,2,43.43,14.4,10.94,1.8,0,1,0,0,0
1832,Grid_36,Flooding,-67.2,309,170,2,43.26,14.4,9.71,1.8,0,1,0,0,0
1833,Grid_36,Flooding,-61.8,302,175,0,46.98,14.4,11.8,1.8,0,1,0,0,0
1834,Grid_36,Flooding,-63.0,327,151,1,40.62,14.4,9.3,1.8,0,1,0,0,0
1835,Grid_36,Flooding,-67.9,250,141,1,41.29,14.4,11.04,1.8,0,1,0,0,0
1836,Grid_36,Flooding,-64.3,371,182,0,42.0,14.4,10.38,1.8,0,1,0,0,0
1837,Grid_36,Flooding,-64.2,287,149,1,43.1,14.4,9.59,1.8,0,1,0,0,0
1838,Grid_36,Flooding,-66.0,308,169,0,39.5,14.4,10.09,1.8,0,1,0,0,0
1839,Grid_36,Flooding,-65.6,303,131,1,43.78,14.4,9.82,1.8,0,1,0,0,0
1840,Grid_36,Flooding,-65.2,261,168,1,47.85,14.4,10.9,1.8,0,1,0,0,0
1841,Grid_36,Flooding,-66.8,274,156,2,44.99,14.4,9.41,1.8,0,1,0,0,0
1842,Grid_36,Flooding,-66.7,296,122,2,42.53,14.4,9.98,1.8,0,1,0,0,0
1843,Grid_36,Flooding,-65.2,337,161,1,43.84,14.4,9.47,1.8,0,1,0,0,0
1844,Grid_36,Flooding,-66.7,323,166,0,45.58,14.4,10.95,1.8,0,1,0,0,0
1845,Grid_36,Flooding,-67.1,352,180,1,47.04,14.4,10.22,1.8,0,1,0,0,0
1846,Grid_36,Flooding,-66.6,335,153,1,40.31,14.4,9.02,1.8,0,1,0,0,0
1847,Grid_36,Flooding,-69.4,279,118,0,39.17,14.4,10.2,1.8,0,1,0,0,0
1848,Grid_36,Flooding,-66.5,322,160,0,44.5,14.4,9.75,1.8,0,1,0,0,0
1849,Grid_36,Flooding,-64.2,297,118,2,43.02,14.4,12.04,1.8,0,1,0,0,0
1850,Grid_36,Flooding,-66.6,281,187,1,44.3,14.4,10.69,1.8,0,1,0,0,0
1851,Grid_36,Flooding,-61.2,336,147,0,45.48,14.4,10.78,1.8,0,1,0,0,0
1852,Grid_36,Flooding,-61.8,325,115,2,46.84,14.4,10.71,1.8,0,1,0,0,0
1853,Grid_36,Flooding,-62.9,232,172,2,48.63,14.4,10.67,1.8,0,1,0,0,0
1854,Grid_36,Flooding,-60.3,307,155,0,41.45,14.4,11.92,1.8,0,1,0,0,0
1855,Grid_36,Flooding,-63.7,312,136,0,42.76,14.4,10.03,1.8,0,1,0,0,0
1856,Grid_36,Flooding,-69.7,305,163,2,40.59,14.4,9.77,1.8,0,1,0,0,0
1857,Grid_36,Flooding,-67.1,301,191,0,41.91,14.4,11.81,1.8,0,1,0,0,0
1858,Grid_36,Flooding,-63.4,312,183,2,45.97,14.4,12.01,1.8,0,1,0,0,0
1860,Grid_36,Flooding,-62.6,322,169,2,42.31,14.4,10.21,1.8,0,1,0,0,0
1861,Grid_36,Flooding,-65.1,299,129,1,45.06,14.4,10.35,1.8,0,1,0,0,0
1863,Grid_36,Flooding,-66.5,345,177,0,45.48,14.4,11.21,1.8,0,1,0,0,0
1864,Grid_36,Flooding,-65.0,301,127,0,40.66,14.4,11.48,1.8,0,1,0,0,0
1865,Grid_36,Flooding,-66.7,292,146,1,43.5,14.4,10.27,1.8,0,1,0,0,0
1866,Grid_36,Flooding,-61.6,327,146,2,44.24,14.4,10.49,1.8,0,1,0,0,0
1867,Grid_36,Flooding,-62.2,326,155,0,45.61,14.4,10.24,1.8,0,1,0,0,0
1868,Grid_36,Flooding,-67.4,266,150,0,41.52,14.4,10.14,1.8,0,1,0,0,0
1869,Grid_36,Flooding,-65.0,306,156,0,42.32,14.4,8.82,1.8,0,1,0,0,0
1872,Grid_36,Flooding,-66.3,301,189,2,41.17,14.4,9.89,1.8,0,1,0,0,0
1873,Grid_36,Flooding,-64.3,311,159,0,45.94,14.4,11.72,1.8,0,1,0,0,0
1874,Grid_36,Flooding,-63.3,314,121,1,43.41,14.4,10.66,1.8,0,1,0,0,0
1875,Grid_36,Flooding,-65.7,319,156,1,43.26,14.4,11.65,1.8,0,1,0,0,0
1876,Grid_36,Flooding,-66.7,316,187,1,44.09,14.4,8.71,1.8,0,1,0,0,0
1878,Grid_36,Flooding,-62.2,351,174,1,43.9,14.4,10.56,1.8,0,1,0,0,0
1879,Grid_36,Flooding,-66.2,240,152,2,49.13,14.4,9.96,1.8,0,1,0,0,0
1880,Grid_36,Flooding,-71.3,256,113,1,44.31,14.4,9.06,1.8,0,1,0,0,0
1881,Grid_36,Flooding,-64.9,313,166,0,43.41,14.4,10.64,1.8,0,1,0,0,0
1882,Grid_36,Flooding,-62.8,284,141,0,43.53,14.4,9.59,1.8,0,1,0,0,0
1883,Grid_36,Flooding,-60.2,294,135,2,43.72,14.4,10.06,1.8,0,1,0,0,0
1885,Grid_36,Flooding,-65.6,287,147,1,47.62,14.4,9.94,1.8,0,1,0,0,0
1886,Grid_36,Flooding,-61.4,311,142,1,42.69,14.4,8.96,1.8,0,1,0,0,0
1887,Grid_36,Flooding,-65.1,361,137,2,40.95,14.4,10.9,1.8,0,1,0,0,0
1888,Grid_36,Flooding,-64.3,304,183,1,45.41,14.4,13.44,1.8,0,1,0,0,0
1889,Grid_36,Flooding,-62.4,268,164,2,42.82,14.4,10.92,1.8,0,1,0,0,0
1890,Grid_36,Flooding,-67.3,303,123,0,45.37,14.4,8.65,1.8,0,1,0,0,0
1891,Grid_36,Flooding,-64.5,288,159,1,41.49,14.4,10.85,1.8,0,1,0,0,0
1892,Grid_36,Flooding,-60.8,328,181,2,41.19,14.4,10.27,1.8,0,1,0,0,0
1893,Grid_36,Flooding,-66.1,307,146,0,39.04,14.4,10.77,1.8,0,1,0,0,0
1894,Grid_36,Flooding,-65.7,351,91,0,43.42,14.4,8.78,1.8,0,1,0,0,0
1895,Grid_36,Flooding,-64.9,302,150,2,46.54,14.4,10.09,1.8,0,1,0,0,0
1896,Grid_36,Flooding,-65.0,342,171,0,41.1,14.4,9.54,1.8,0,1,0,0,0
1897,Grid_36,Flooding,-62.3,305,123,0,43.89,14.4,9.33,1.8,0,1,0,0,0
1898,Grid_36,Flooding,-69.2,298,111,0,44.38,14.4,9.05,1.8,0,1,0,0,0
1899,Grid_36,Flooding,-65.7,336,157,0,45.0,14.4,10.48,1.8,0,1,0,0,0
1900,Grid_36,Flooding,-66.3,327,128,0,42.05,14.4,10.8,1.8,0,1,0,0,0
1901,Grid_36,Flooding,-60.8,299,176,0,44.5,14.4,10.37,1.8,0,1,0,0,0
1902,Grid_36,Flooding,-63.9,270,167,1,42.69,14.4,11.88,1.8,0,1,0,0,0
1903,Grid_36,Flooding,-66.2,310,174,2,46.75,14.4,10.9,1.8,0,1,0,0,0
1904,Grid_36,Flooding,-65.8,313,160,0,46.07,14.4,9.95,1.8,0,1,0,0,0
1905,Grid_36,Flooding,-64.4,269,149,1,46.53,14.4,11.09,1.8,0,1,0,0,0
1906,Grid_36,Flooding,-63.5,318,159,0,41.99,14.4,9.44,1.8,0,1,0,0,0
1907,Grid_36,Flooding,-67.1,315,134,0,45.58,14.4,9.7,1.8,0,1,0,0,0
1908,Grid_36,Flooding,-62.7,291,139,2,41.71,14.4,10.94,1.8,0,1,0,0,0
1909,Grid_36,Flooding,-65.7,279,143,2,43.3,14.4,11.44,1.8,0,1,0,0,0
1910,Grid_36,Flooding,-63.9,312,174,1,43.82,14.4,11.09,1.8,0,1,0,0,0
1911,Grid_36,Flooding,-61.1,347,180,2,44.56,14.4,9.18,1.8,0,1,0,0,0
1912,Grid_36,Flooding,-64.8,261,123,0,45.78,14.4,11.75,1.8,0,1,0,0,0
1913,Grid_36,Flooding,-62.8,359,132,1,42.39,14.4,9.5,1.8,0,1,0,0,0
1915,Grid_36,Flooding,-67.4,292,155,2,46.19,14.4,10.6,1.8,0,1,0,0,0
1916,Grid_36,Flooding,-66.4,267,125,0,45.06,14.4,10.06,1.8,0,1,0,0,0
1917,Grid_36,Flooding,-66.7,292,159,0,43.01,14.4,12.13,1.8,0,1,0,0,0
1918,Grid_36,Flooding,-64.4,224,145,1,42.61,14.4,11.08,1.8,0,1,0,0,0
1919,Grid_36,Flooding,-63.6,345,153,1,45.22,14.4,9.53,1.8,0,1,0,0,0
1920,Grid_36,Flooding,-62.5,395,92,1,48.69,14.4,11.1,1.8,0,1,0,0,0
1921,Grid_36,Flooding,-66.3,308,137,1,46.64,14.4,12.86,1.8,0,1,0,0,0
1922,Grid_36,Flooding,-62.6,319,153,1,44.33,14.4,11.17,1.8,0,1,0,0,0
1923,Grid_36,Flooding,-64.2,334,163,2,42.96,14.4,10.54,1.8,0,1,0,0,0
1924,Grid_36,Flooding,-66.9,275,142,1,43.66,14.4,9.68,1.8,0,1,0,0,0
1925,Grid_36,Flooding,-68.2,330,187,0,47.01,14.4,10.42,1.8,0,1,0,0,0
1926,Grid_36,Flooding,-64.0,324,155,0,43.14,14.4,10.35,1.8,0,1,0,0,0
1927,Grid_36,Flooding,-62.5,250,153,1,45.64,14.4,9.22,1.8,0,1,0,0,0
1928,Grid_36,Flooding,-63.8,337,167,0,43.51,14.4,9.29,1.8,0,1,0,0,0
1929,Grid_36,Flooding,-63.7,297,166,2,41.85,14.4,11.4,1.8,0,1,0,0,0
1930,Grid_36,Flooding,-62.7,312,161,0,44.05,14.4,9.87,1.8,0,1,0,0,0
1931,Grid_36,Flooding,-63.2,317,146,1,45.86,14.4,12.6,1.8,0,1,0,0,0
1932,Grid_36,Flooding,-64.8,266,138,0,46.71,14.4,9.88,1.8,0,1,0,0,0
1933,Grid_36,Flooding,-66.7,323,134,0,44.37,14.4,11.01,1.8,0,1,0,0,0
1934,Grid_36,Flooding,-67.1,251,132,2,46.69,14.4,12.48,1.8,0,1,0,0,0
1935,Grid_36,Flooding,-66.5,369,167,2,40.44,14.4,10.75,1.8,0,1,0,0,0
1936,Grid_36,Flooding,-63.7,282,155,2,42.63,14.4,10.1,1.8,0,1,0,0,0
1937,Grid_36,Flooding,-63.3,277,134,1,45.27,14.4,13.27,1.8,0,1,0,0,0
1938,Grid_36,Flooding,-62.0,278,154,2,46.37,14.4,10.33,1.8,0,1,0,0,0
1939,Grid_36,Flooding,-63.9,350,150,2,41.24,14.4,10.09,1.8,0,1,0,0,0
1940,Grid_36,Flooding,-62.8,215,161,0,46.86,14.4,12.64,1.8,0,1,0,0,0
1941,Grid_36,Flooding,-63.9,285,126,1,44.58,14.4,9.7,1.8,0,1,0,0,0
1942,Grid_36,Flooding,-65.8,319,174,2,45.12,14.4,12.15,1.8,0,1,0,0,0
1943,Grid_36,Flooding,-60.7,284,141,0,44.26,14.4,10.29,1.8,0,1,0,0,0
1944,Grid_36,Flooding,-63.0,284,162,0,46.86,14.4,10.4,1.8,0,1,0,0,0
1945,Grid_36,Flooding,-66.3,285,144,2,48.26,14.4,11.43,1.8,0,1,0,0,0
1947,Grid_36,Flooding,-68.3,254,165,0,43.6,14.4,11.34,1.8,0,1,0,0,0
1948,Grid_36,Flooding,-64.4,300,144,1,44.38,14.4,9.19,1.8,0,1,0,0,0
1949,Grid_36,Flooding,-65.3,282,173,1,45.96,14.4,10.8,1.8,0,1,0,0,0
1950,Grid_36,Flooding,-64.9,291,150,1,47.97,14.4,10.04,1.8,0,1,0,0,0
1951,Grid_36,Flooding,-64.6,313,144,2,40.63,14.4,11.73,1.8,0,1,0,0,0
1952,Grid_36,Flooding,-67.4,300,151,2,42.85,14.4,9.91,1.8,0,1,0,0,0
1953,Grid_36,Flooding,-61.9,274,163,1,44.96,14.4,9.19,1.8,0,1,0,0,0
1954,Grid_36,Flooding,-62.6,310,119,1,47.64,14.4,10.22,1.8,0,1,0,0,0
1955,Grid_36,Flooding,-66.6,300,130,1,44.92,14.4,11.84,1.8,0,1,0,0,0
1956,Grid_36,Flooding,-62.6,286,163,1,44.66,14.4,9.22,1.8,0,1,0,0,0
1957,Grid_36,Flooding,-62.3,308,168,1,42.42,14.4,11.58,1.8,0,1,0,0,0
1959,Grid_36,Flooding,-66.1,284,136,2,45.81,14.4,8.76,1.8,0,1,0,0,0
1961,Grid_36,Flooding,-65.4,339,155,0,41.79,14.4,9.26,1.8,0,1,0,0,0
1962,Grid_36,Flooding,-65.1,302,174,0,40.57,14.4,11.19,1.8,0,1,0,0,0
1964,Grid_36,Flooding,-67.1,302,127,2,42.31,14.4,10.25,1.8,0,1,0,0,0
1965,Grid_36,Flooding,-66.3,279,174,0,42.87,14.4,12.17,1.8,0,1,0,0,0
1966,Grid_36,Flooding,-66.1,321,119,1,46.86,14.4,9.53,1.8,0,1,0,0,0
1967,Grid_36,Flooding,-65.0,303,146,1,44.57,14.4,10.78,1.8,0,1,0,0,0
1968,Grid_36,Flooding,-64.4,321,190,1,46.11,14.4,9.95,1.8,0,1,0,0,0
1969,Grid_36,Flooding,-66.1,288,146,2,42.86,14.4,9.28,1.8,0,1,0,0,0
1971,Grid_36,Flooding,-64.8,340,164,0,45.77,14.4,11.91,1.8,0,1,0,0,0
1972,Grid_36,Flooding,-64.0,280,136,2,44.75,14.4,10.12,1.8,0,1,0,0,0
1973,Grid_36,Flooding,-68.2,318,128,1,43.48,14.4,10.78,1.8,0,1,0,0,0
1974,Grid_36,Flooding,-65.1,237,136,1,47.51,14.4,10.32,1.8,0,1,0,0,0
1975,Grid_36,Flooding,-63.7,292,135,2,42.18,14.4,9.67,1.8,0,1,0,0,0
1977,Grid_36,Flooding,-63.1,307,126,2,45.23,14.4,10.6,1.8,0,1,0,0,0
1978,Grid_36,Flooding,-63.7,294,154,0,44.98,14.4,10.58,1.8,0,1,0,0,0
1979,Grid_36,Flooding,-63.9,329,157,0,42.35,14.4,11.08,1.8,0,1,0,0,0
1980,Grid_36,Flooding,-62.7,230,190,0,43.49,14.4,11.96,1.8,0,1,0,0,0
